product_id,store_id,date,sales,revenue,stock,price,promo_type_1,sales_id
P0144,S0122,2019-08-05,0.0,0.0,9.0,6.5,PR14,7446300270358020157
P0614,S0089,2017-05-30,0.0,0.0,6.0,15.9,PR14,6022545538479200472
P0115,S0021,2019-11-29,,,,5.95,PR05,7284848690965027411
P0090,S0078,2019-07-26,0.0,0.0,24.0,4.9,PR14,6283349401590836961
P0325,S0113,2018-04-17,0.0,0.0,11.0,10.75,PR14,2008819137684005154
P0712,S0049,2017-06-10,0.0,0.0,10.0,21.5,PR14,3786415230467476205
P0551,S0101,2018-07-01,0.0,0.0,24.0,1.85,PR14,7355196772169599167
P0551,S0041,2017-11-28,0.0,0.0,15.0,1.85,PR14,6559079468174196290
P0470,S0070,2019-09-29,0.0,0.0,3.0,29.95,PR14,3458331635776386210
P0671,S0056,2019-07-26,0.0,0.0,11.0,8.25,PR14,6636251973898541491
P0272,S0069,2018-07-31,0.0,0.0,5.0,9.75,PR14,648666973354842253
P0277,S0040,2019-01-30,1.0,4.17,1.0,4.5,PR14,4924849412120594066
P0587,S0082,2017-04-11,0.0,0.0,7.0,3.99,PR14,7788384935726570843
P0348,S0118,2019-11-19,,,,4.5,PR05,4087411173913135977
P0312,S0028,2019-11-20,,,,21.9,PR14,8995024788041501306
P0296,S0037,2018-08-30,1.0,0.93,5.0,1.0,PR14,8794900501690200954
P0642,S0110,2018-11-09,0.0,0.0,35.0,3.5,PR14,418746319078507355
P0369,S0008,2017-12-27,0.0,0.0,1.0,19.95,PR14,4801533810617930453
P0640,S0087,2018-08-13,0.0,0.0,3.0,29.9,PR05,5840837283498880387
P0609,S0056,2018-09-24,0.0,0.0,8.0,1.25,PR14,8128934670225200359
P0379,S0085,2018-08-05,0.0,0.0,24.0,7.9,PR14,1919972243290942190
P0171,S0024,2019-07-14,0.0,0.0,2.0,17.9,PR14,7074256921066808949
P0171,S0018,2017-05-20,0.0,0.0,11.0,11.9,PR12,6136911929411859719
P0390,S0046,2018-08-13,1.0,5.91,0.0,13.95,PR05,5682780575673736580
P0114,S0133,2018-03-16,0.0,0.0,9.0,0.65,PR14,7479638705653730079
P0577,S0038,2019-11-15,,,,39.95,PR14,7595542710363628766
P0417,S0113,2018-02-27,0.0,0.0,6.0,8.9,PR14,1323017841260828516
P0584,S0023,2019-02-28,0.0,0.0,5.0,19.9,PR05,2063788504357720419
P0144,S0012,2019-12-05,,,,6.5,PR14,5727209273625874107
P0679,S0062,2018-02-26,0.0,0.0,10.0,49.9,PR14,5962063739507925771
P0670,S0117,2019-09-21,0.0,0.0,6.0,29.9,PR05,1919943798001921519
P0353,S0091,2017-06-17,0.0,0.0,1.0,9.5,PR10,2869424575497674558
P0602,S0025,2019-01-24,0.0,0.0,2.0,10.0,PR14,2259125903981575768
P0425,S0063,2018-02-06,0.0,0.0,2.0,5.9,PR14,1660343264029539025
P0279,S0107,2018-03-10,0.0,0.0,2.0,22.45,PR14,835799307973585320
P0629,S0082,2019-09-12,0.0,0.0,13.0,3.45,PR14,9179888860109169325
P0129,S0029,2019-06-09,0.0,0.0,8.0,34.9,PR14,4380210576128044999
P0602,S0003,2018-08-01,0.0,0.0,4.0,12.9,PR14,5160359049691324818
P0054,S0038,2018-05-01,0.0,0.0,25.0,3.95,PR14,4256090907204278890
P0356,S0025,2017-11-17,0.0,0.0,1.0,2.5,PR14,3644323358155067904
P0394,S0120,2017-01-15,0.0,0.0,7.0,1.0,PR14,1445837704748603751
P0026,S0106,2019-04-20,0.0,0.0,1.0,9.25,PR10,5220917987843232515
P0252,S0078,2019-09-09,0.0,0.0,11.0,29.9,PR14,2492244957072344682
P0694,S0011,2019-05-30,0.0,0.0,4.0,7.35,PR14,4707853371206963852
P0364,S0102,2018-06-24,3.0,3.47,25.0,1.25,PR14,6822390045102432344
P0017,S0115,2017-03-22,0.0,0.0,53.0,1.49,PR14,6351889036724601007
P0658,S0067,2019-06-13,0.0,0.0,3.0,39.5,PR14,4459883716329251248
P0296,S0096,2017-08-12,1.0,0.69,23.0,0.75,PR14,913100900636454459
P0427,S0131,2017-10-26,0.0,0.0,27.0,2.45,PR14,4371036627706503721
P0088,S0122,2019-09-06,0.0,0.0,7.0,6.75,PR14,7498484111391784284
P0340,S0108,2019-05-22,0.0,0.0,1.0,59.9,PR14,7162390373195208362
P0631,S0122,2017-09-10,0.0,0.0,7.0,9.9,PR14,8942142120667608915
P0681,S0016,2018-05-13,1.0,10.08,5.0,11.9,PR14,2394680418048752866
P0397,S0117,2017-11-19,0.0,0.0,16.0,18.9,PR14,3590487825357576066
P0663,S0094,2017-03-28,2.0,7.31,36.0,3.95,PR03,1378506032336996082
P0499,S0135,2019-06-28,1.0,0.93,25.0,0.75,PR14,4172830206804185085
P0148,S0125,2017-07-07,0.0,0.0,3.0,5.75,PR09,6438947829368937073
P0459,S0048,2019-09-10,2.0,9.17,25.0,4.95,PR14,8466507272521914748
P0509,S0023,2018-06-19,1.0,9.75,18.0,11.5,PR14,3973514945484878031
P0553,S0028,2018-06-02,0.0,0.0,2.0,,PR14,964878004122767875
P0078,S0061,2018-06-29,0.0,0.0,18.0,5.0,PR14,5096250108778610226
P0094,S0094,2019-05-06,0.0,0.0,4.0,38.9,PR14,4310273499463899116
P0364,S0112,2018-12-07,5.0,6.25,58.0,1.35,PR14,9126580702858876547
P0247,S0038,2018-07-07,0.0,0.0,5.0,22.5,PR14,7331681490853727202
P0261,S0113,2019-05-19,1.0,4.07,37.0,4.4,PR14,5501430261567498885
P0311,S0072,2017-11-28,1.0,1.0,2.0,,PR14,7715634465070984137
P0465,S0108,2018-09-22,0.0,0.0,29.0,0.5,PR14,3337736138934400119
P0547,S0065,2019-06-15,0.0,0.0,5.0,18.5,PR03,8201118811472304038
P0245,S0110,2019-10-22,0.0,0.0,19.0,4.95,PR14,4019087087041231777
P0438,S0106,2018-06-09,13.0,6.02,46.0,0.5,PR14,3344872428953584978
P0078,S0070,2018-08-11,0.0,0.0,15.0,4.95,PR03,3507799283823194605
P0389,S0094,2019-10-09,1.0,12.92,9.0,13.95,PR14,3775689118712126771
P0546,S0108,2019-10-06,10.0,91.02,0.0,17.9,PR05,445470187660647357
P0286,S0060,2018-11-16,0.0,0.0,11.0,1.45,PR14,1387634703127528432
P0704,S0131,2019-04-16,0.0,0.0,14.0,3.4,PR14,4385026974054091914
P0468,S0110,2019-11-26,,,,34.9,PR14,5272985305201479177
P0679,S0015,2018-11-08,0.0,0.0,3.0,59.9,PR14,5191172416522149209
P0454,S0101,2019-04-28,0.0,0.0,12.0,3.4,PR05,3347151645149966909
P0654,S0031,2019-06-27,0.0,0.0,4.0,10.9,PR14,9137810933363618493
P0694,S0012,2017-11-30,0.0,0.0,5.0,6.55,PR10,7474760916386661236
P0470,S0038,2017-08-28,0.0,0.0,9.0,23.25,PR14,8671942942524608063
P0413,S0020,2017-11-07,10.959,60.38,11.634,5.95,PR14,3823411037361411631
P0456,S0110,2018-05-31,0.0,0.0,12.0,31.9,PR14,223668655568205080
P0702,S0082,2019-05-09,0.0,0.0,16.0,5.95,PR05,5980872108206817416
P0304,S0062,2018-02-17,0.0,0.0,7.0,19.9,PR14,7349646452153267383
P0286,S0073,2017-08-30,0.0,0.0,41.0,1.0,PR14,2186271546958396293
P0414,S0058,2019-07-10,0.0,0.0,1.0,22.95,PR09,1277932629377921559
P0726,S0142,2018-01-29,0.0,0.0,17.0,1.0,PR14,5614386635080704270
P0642,S0023,2017-11-11,1.0,2.31,11.0,2.5,PR14,4433791737473050926
P0376,S0031,2017-01-31,0.0,0.0,2.0,4.5,PR14,4931988270446631805
P0524,S0104,2018-05-11,0.0,0.0,3.0,10.95,PR14,1490786058676315432
P0712,S0010,2017-02-13,0.0,0.0,5.0,21.5,PR14,6326918674824598607
P0131,S0083,2019-01-30,0.0,0.0,22.0,3.0,PR14,8027094816165866206
P0399,S0094,2017-05-25,0.0,0.0,15.0,4.5,PR14,1893876450225449733
P0261,S0089,2017-06-19,1.0,3.66,25.0,4.75,PR10,9188923799220177154
P0427,S0063,2017-10-30,0.0,0.0,7.0,2.45,PR14,7546870626256353762
P0327,S0125,2019-06-27,0.0,0.0,1.0,4.65,PR14,5136323031268943340
P0083,S0144,2019-08-30,0.0,0.0,5.0,8.9,PR05,6632013546243440910
P0372,S0087,2017-06-11,0.0,0.0,22.0,3.5,PR14,2383845015743824749
P0162,S0066,2018-06-16,0.0,0.0,7.0,4.9,PR05,6405311318564668357
P0325,S0067,2018-06-14,1.0,9.95,13.0,10.75,PR14,3275675137414712957
P0026,S0109,2019-07-24,0.0,0.0,2.0,6.95,PR14,447267450240172513
P0054,S0036,2018-04-30,0.0,0.0,4.0,3.95,PR14,2144905225975033711
P0499,S0043,2018-12-15,0.0,0.0,31.0,0.9,PR14,3525139400049421442
P0504,S0052,2018-07-31,0.0,0.0,3.0,16.9,PR14,8658365549487892570
P0171,S0009,2019-09-11,0.0,0.0,17.0,17.9,PR14,1472087267867037244
P0311,S0049,2017-05-02,0.0,0.0,3.0,1.0,PR14,423387760977471821
P0296,S0001,2019-02-17,0.0,0.0,4.0,1.25,PR14,6625415484914434633
P0412,S0063,2018-11-17,0.0,0.0,2.0,10.9,PR14,234013548235738684
P0660,S0084,2019-03-25,0.0,0.0,3.0,7.75,PR14,6077093518363287841
P0371,S0027,2019-10-15,0.0,0.0,7.0,4.5,PR07,1499979005601225495
P0177,S0060,2018-08-30,0.0,0.0,10.0,14.9,PR14,2535446401467854009
P0068,S0049,2017-06-24,1.0,4.44,0.0,5.59,PR06,3006079667186431586
P0177,S0066,2017-06-20,0.0,0.0,2.0,10.9,PR09,6928041221681321050
P0067,S0117,2019-04-13,0.0,0.0,10.0,28.9,PR14,9093757175522635693
P0731,S0085,2019-05-20,0.0,0.0,4.0,9.9,PR14,809452227217258108
P0498,S0115,2019-01-03,0.0,0.0,2.0,229.9,PR03,778042330674187993
P0268,S0048,2019-10-22,0.0,0.0,33.0,1.45,PR14,5409356898869605584
P0497,S0126,2018-05-10,0.0,0.0,100.0,6.75,PR14,3013815745964020855
P0268,S0056,2018-09-20,0.0,0.0,56.0,1.25,PR14,7629889265334192638
P0051,S0055,2019-01-14,6.0,5.56,73.0,1.0,PR11,8253246761598445268
P0390,S0039,2019-02-17,0.0,0.0,4.0,16.9,PR14,8710999110886812017
P0671,S0138,2018-09-05,0.0,0.0,5.0,3.75,PR14,829045476440362361
P0138,S0140,2018-12-14,0.0,0.0,2.0,19.9,PR14,1986668039531163013
P0528,S0103,2019-05-30,0.0,0.0,1.0,13.9,PR14,2578941051289801966
P0427,S0065,2019-07-08,0.0,0.0,9.0,2.95,PR14,1210692740377213008
P0266,S0031,2019-11-27,,,,33.0,PR14,816844201017546503
P0280,S0012,2017-07-18,1.0,5.92,2.0,6.99,PR14,9126906291182682059
P0506,S0078,2017-04-26,0.0,0.0,7.0,6.5,PR14,3804443891765519254
P0477,S0013,2019-09-11,0.0,0.0,1.0,9.9,PR05,4084218907833807965
P0227,S0104,2017-01-24,0.0,0.0,2.0,8.0,PR14,1327524278325632248
P0590,S0133,2019-03-10,4.0,3.33,18.0,0.9,PR14,2590609211965635184
P0018,S0084,2018-08-20,0.0,0.0,21.0,2.5,PR14,9012408156717630799
P0709,S0034,2019-07-12,0.0,0.0,36.0,7.0,PR14,703900691714107564
P0504,S0112,2018-02-06,0.0,0.0,6.0,,PR14,7693265599320870527
P0162,S0117,2019-07-24,0.0,0.0,11.0,6.9,PR14,8180698262498811179
P0129,S0121,2017-05-17,4.0,51.36,0.0,,PR14,2422311882648161563
P0400,S0045,2019-06-03,0.0,0.0,1.0,10.0,PR14,6727617541089390318
P0304,S0122,2018-03-21,0.0,0.0,6.0,19.9,PR14,8432851158574178179
P0428,S0052,2019-02-01,0.0,0.0,8.0,29.95,PR10,2752506400940482895
P0055,S0067,2018-12-07,1.0,3.01,42.0,3.25,PR14,3257156351995826957
P0718,S0125,2019-12-10,,,,23.75,PR14,6108406926333958966
P0613,S0139,2018-04-07,0.0,0.0,10.0,7.95,PR14,6064761481649071848
P0185,S0035,2017-02-18,0.0,0.0,9.0,0.75,PR14,1145089947342248371
P0726,S0060,2018-07-11,0.0,0.0,20.0,1.0,PR14,993140323287251624
P0509,S0039,2018-09-21,0.0,0.0,7.0,11.5,PR14,4769901304918211786
P0055,S0072,2018-04-16,0.0,0.0,9.0,,PR14,8485405295152028606
P0388,S0079,2019-08-29,0.0,0.0,6.0,1.5,PR14,8513162388430100710
P0090,S0141,2018-04-29,0.0,0.0,39.0,3.9,PR14,3271459069506025094
P0483,S0016,2019-08-27,0.0,0.0,6.0,15.0,PR14,4829797903264804877
P0506,S0049,2019-04-07,0.0,0.0,6.0,11.9,PR14,6907087615601798859
P0438,S0087,2018-11-27,0.0,0.0,2.0,0.5,PR14,3190673726424803589
P0536,S0120,2018-10-25,0.0,0.0,15.0,4.25,PR14,5967296229855081155
P0328,S0013,2018-02-16,0.0,0.0,6.0,35.9,PR14,7437017525961743799
P0694,S0063,2019-12-17,,,,7.5,PR14,3624586556039244398
P0026,S0100,2019-09-17,0.0,0.0,12.0,6.95,PR14,1217005127543911708
P0509,S0020,2019-09-27,0.0,0.0,5.0,14.9,PR14,2876733265826919235
P0220,S0063,2019-05-22,0.0,0.0,10.0,2.65,PR14,4422260638474655495
P0351,S0070,2017-12-12,0.0,0.0,1.0,49.5,PR14,2486830685274502069
P0364,S0024,2019-11-10,,,,1.75,PR14,2694632469551226993
P0556,S0087,2017-08-14,0.0,0.0,5.0,14.5,PR14,8334150412985539563
P0428,S0090,2018-12-16,0.0,0.0,8.0,29.95,PR14,1714838234079376511
P0729,S0082,2019-02-27,0.0,0.0,5.0,69.9,PR10,8903683333385644972
P0509,S0038,2018-06-15,1.0,9.75,11.0,11.5,PR14,941867832162758874
P0663,S0085,2018-09-30,1.0,5.32,71.0,5.75,PR14,4772611187391994042
P0466,S0095,2017-09-27,0.0,0.0,2.0,8.95,PR14,2598113068934641191
P0439,S0038,2018-11-07,0.0,0.0,3.0,11.25,PR14,8619086906020162987
P0506,S0108,2017-08-24,0.0,0.0,4.0,6.5,PR14,5679793837154314578
P0333,S0078,2019-01-13,0.0,0.0,4.0,2.95,PR14,4729487126675562721
P0408,S0132,2017-11-10,0.0,0.0,5.0,22.95,PR14,3532751252900584322
P0642,S0135,2017-11-04,0.0,0.0,14.0,2.5,PR14,7180220889280282760
P0658,S0093,2018-10-10,0.0,0.0,3.0,39.5,PR14,8146704506596919515
P0125,S0115,2017-06-11,3.0,8.19,110.0,2.95,PR14,5208838088609051689
P0671,S0087,2018-06-26,0.0,0.0,3.0,3.75,PR14,6474521092084787156
P0373,S0102,2019-11-07,,,,5.95,PR14,5252225303296633186
P0452,S0068,2019-11-17,,,,14.9,PR14,8056241894973958005
P0569,S0103,2018-09-18,0.0,0.0,20.0,3.4,PR14,8879895232663111488
P0241,S0138,2017-05-14,0.0,0.0,3.0,12.95,PR14,4303840708704634616
P0057,S0065,2017-01-19,0.0,0.0,7.0,12.9,PR14,300919755628924322
P0565,S0045,2017-09-09,0.0,0.0,11.0,2.25,PR07,2735502003370860110
P0639,S0072,2019-03-11,1.0,9.03,7.0,9.75,PR14,5632356015815430920
P0572,S0105,2019-04-30,0.0,0.0,11.0,1.75,PR14,7331625360861096733
P0652,S0142,2018-06-11,1.0,4.03,13.0,4.75,PR14,1346219687960513665
P0170,S0095,2019-01-08,1.0,80.42,12.0,94.9,PR14,2434161877501975468
P0328,S0036,2019-03-24,0.0,0.0,11.0,53.9,PR05,4224723255016261566
P0125,S0032,2019-12-11,,,,3.5,PR14,2694872464196342983
P0658,S0094,2019-01-07,0.0,0.0,10.0,39.5,PR06,8821124827967249992
P0333,S0039,2018-07-29,0.0,0.0,6.0,2.25,PR14,7101237062465616397
P0327,S0107,2017-01-28,0.0,0.0,12.0,2.95,PR14,6729794955692885885
P0390,S0017,2018-06-13,0.0,0.0,5.0,12.9,PR14,1285847307424039067
P0018,S0061,2018-09-20,1.0,1.39,26.0,2.25,PR09,2765884302699620822
P0536,S0010,2019-04-28,0.0,0.0,13.0,4.25,PR14,2807553420388899673
P0211,S0028,2019-12-22,,,,16.95,PR05,2625074326134586374
P0125,S0114,2018-10-27,0.0,0.0,8.0,4.65,PR10,3233038840831608765
P0258,S0104,2017-04-16,0.0,0.0,9.0,7.1,PR03,4518509632059138560
P0520,S0144,2018-08-18,1.0,3.24,1.0,3.5,PR14,3055238615844366699
P0311,S0028,2018-12-08,0.0,0.0,2.0,1.0,PR14,5066524367606545713
P0261,S0123,2017-03-31,0.0,0.0,18.0,4.75,PR14,3584560106683998524
P0512,S0128,2019-11-02,,,,19.9,PR10,4349448361989353446
P0611,S0075,2019-01-07,0.0,0.0,4.0,18.0,PR14,3495035098755247510
P0506,S0117,2018-10-25,0.0,0.0,7.0,11.9,PR14,6942206127309913628
P0506,S0048,2019-08-04,0.0,0.0,4.0,11.9,PR14,3146976278781247201
P0403,S0085,2019-12-26,,,,4.95,PR14,137621119510284305
P0602,S0081,2018-11-17,0.0,0.0,5.0,10.0,PR14,2165927679454866800
P0171,S0084,2018-08-10,1.0,11.82,8.0,13.95,PR14,7549149500866814094
P0140,S0109,2019-11-02,,,,8.5,PR14,6219453038783718821
P0441,S0013,2019-12-01,,,,5.95,PR14,283880174167457998
P0296,S0033,2017-01-07,0.0,0.0,18.0,0.75,PR14,6748209582981588788
P0171,S0104,2018-04-03,0.0,0.0,6.0,12.9,PR14,2509263060677934753
P0390,S0011,2017-01-22,0.0,0.0,7.0,11.9,PR14,5560882205335534343
P0397,S0131,2018-06-27,0.0,0.0,10.0,6.0,PR14,8921821579429971845
P0260,S0038,2017-01-10,0.0,0.0,15.0,17.5,PR14,5297695157034215970
P0374,S0002,2019-09-14,0.0,0.0,4.0,139.9,PR14,8147281623993117635
P0712,S0108,2018-03-04,0.0,0.0,35.0,21.5,PR14,7435701137136619449
P0509,S0122,2018-08-05,0.0,0.0,6.0,11.5,PR14,1491324423792761875
P0718,S0007,2019-11-06,,,,23.75,PR14,1356962271263595295
P0333,S0121,2018-12-31,2.0,5.46,28.0,2.95,PR14,1393736977609859982
P0216,S0003,2019-08-03,0.0,0.0,1.0,7.0,PR14,6954439553649551605
P0536,S0071,2018-10-06,1.0,3.94,8.0,4.25,PR14,8719550336413268954
P0212,S0048,2018-01-04,0.0,0.0,15.0,,PR14,726706139634190770
P0337,S0140,2019-11-21,,,,13.0,PR14,3701758777547774314
P0067,S0001,2017-06-12,0.0,0.0,2.0,16.9,PR14,4742062077444012964
P0090,S0051,2017-01-02,0.0,0.0,6.0,2.9,PR14,2044206453277213116
P0664,S0118,2018-07-05,5.0,5.79,76.0,1.25,PR14,866129525325466739
P0427,S0132,2019-01-02,1.0,2.73,9.0,2.95,PR14,215075846579490028
P0311,S0124,2018-01-25,1.0,1.0,1.0,1.0,PR14,6289380140547723781
P0726,S0058,2017-06-03,1.0,0.93,20.0,1.0,PR14,7766489286873918019
P0260,S0114,2018-11-22,0.0,0.0,9.0,23.9,PR14,9077059985520525036
P0499,S0114,2017-11-02,0.0,0.0,27.0,0.75,PR14,685977138351851555
P0007,S0125,2019-10-10,0.0,0.0,6.0,13.9,PR14,4195435421654934189
P0504,S0021,2018-05-01,0.0,0.0,3.0,16.9,PR14,1157386224223524315
P0389,S0123,2018-05-13,0.0,0.0,5.0,10.45,PR05,1694237814946770188
P0524,S0020,2017-10-06,0.0,0.0,2.0,9.95,PR14,8781208820994414562
P0611,S0139,2018-11-05,0.0,0.0,2.0,18.0,PR14,8962236222251070185
P0162,S0102,2019-02-27,0.0,0.0,11.0,5.9,PR14,3384689842500036825
P0386,S0085,2018-06-12,0.0,0.0,4.0,18.9,PR14,7066385764169178941
P0389,S0050,2019-06-17,0.0,0.0,3.0,13.95,PR05,2860697377446795770
P0394,S0125,2018-03-17,1.0,0.93,15.0,1.0,PR14,696680145632765354
P0664,S0108,2019-01-05,0.0,0.0,35.0,1.5,PR14,3548194554791718440
P0689,S0099,2018-07-26,0.0,0.0,15.0,35.95,PR14,4563654445153089229
P0615,S0020,2019-02-03,0.0,0.0,67.0,34.9,PR14,3616213450335728309
P0201,S0086,2018-01-27,0.0,0.0,2.0,15.95,PR14,9039579351295057014
P0358,S0138,2017-07-18,0.0,0.0,154.0,2.0,PR14,2062131516730177148
P0110,S0023,2017-12-04,0.0,0.0,9.0,2.95,PR14,4417972499890765869
P0389,S0058,2019-03-09,1.0,9.04,9.0,13.95,PR05,150484455797946729
P0509,S0025,2018-08-19,0.0,0.0,11.0,11.5,PR14,4402149262423373780
P0196,S0115,2018-06-04,0.0,0.0,23.0,9.9,PR14,4436957608104564030
P0585,S0101,2018-09-05,0.0,0.0,5.0,19.95,PR14,9122395964316409399
P0110,S0117,2017-01-04,0.0,0.0,11.0,2.95,PR14,6388711419138788915
P0364,S0023,2018-11-01,0.0,0.0,18.0,1.35,PR14,5057198575084942770
P0590,S0056,2018-04-20,0.0,0.0,23.0,0.6,PR14,4831944902108426047
P0204,S0011,2018-09-27,0.0,0.0,10.0,8.9,PR05,8303748917419861231
P0333,S0113,2019-11-08,,,,2.95,PR14,163546394647355422
P0277,S0134,2017-07-17,1.0,3.66,10.0,3.95,PR14,4402772850047063234
P0735,S0115,2019-08-28,0.0,0.0,7.0,14.5,PR14,1199771546815441891
P0342,S0097,2019-11-14,,,,59.9,PR14,8462291849006994290
P0654,S0060,2017-09-18,0.0,0.0,10.0,9.95,PR14,6228767011674049962
P0372,S0101,2018-09-15,1.0,3.6,49.0,4.25,PR14,6979833780325864153
P0693,S0104,2017-11-13,0.0,0.0,2.0,44.99,PR14,6423373778549112049
P0483,S0039,2017-10-22,0.0,0.0,2.0,10.0,PR14,4213360572996880701
P0325,S0048,2018-11-19,0.0,0.0,96.0,13.5,PR14,6041417996973940994
P0355,S0104,2018-04-01,0.0,0.0,12.0,21.9,PR14,5441643672560613962
P0275,S0018,2017-03-30,0.0,0.0,80.0,2.45,PR14,6484194895479395721
